Protein,Encoding,Model,Acquisition,Timestep,Mean,Std
GB1,AA,Boosting Ensemble,UCB,413,0.649055524288983,0.016210428633914052
GB1,AA,Boosting Ensemble,UCB,414,0.6522812462440059,0.015976917603005993
GB1,AA,Boosting Ensemble,UCB,415,0.6565390400550681,0.01568284068252186
GB1,AA,Boosting Ensemble,UCB,416,0.6630542809249937,0.016000612122733796
GB1,AA,Boosting Ensemble,UCB,417,0.6697009855491984,0.01543871760709328
GB1,AA,Boosting Ensemble,UCB,418,0.6724877324425407,0.015929976515508794
GB1,AA,Boosting Ensemble,UCB,419,0.6774442974309299,0.015836945757290735
GB1,AA,Boosting Ensemble,UCB,420,0.6774442974309299,0.015836945757290735
GB1,AA,Boosting Ensemble,UCB,421,0.6774442974309299,0.015836945757290735
GB1,AA,Boosting Ensemble,UCB,422,0.6827006616509712,0.015972884153344236
GB1,AA,Boosting Ensemble,UCB,423,0.6853286373510133,0.015724110645833116
GB1,AA,Boosting Ensemble,UCB,424,0.6875045969283782,0.015669266369753368
GB1,AA,Boosting Ensemble,UCB,425,0.6877902326128125,0.015622808662908352
GB1,AA,Boosting Ensemble,UCB,426,0.6892090051547024,0.015749218873703855
GB1,AA,Boosting Ensemble,UCB,427,0.6892090051547024,0.015749218873703855
GB1,AA,Boosting Ensemble,UCB,428,0.6916391178314971,0.01585958500100001
GB1,AA,Boosting Ensemble,UCB,429,0.6917888978443499,0.01584730839377992
GB1,AA,Boosting Ensemble,UCB,430,0.695276917274809,0.015907728408537547
GB1,AA,Boosting Ensemble,UCB,431,0.6972668821116608,0.01583151106307536
GB1,AA,Boosting Ensemble,UCB,432,0.698099704898651,0.01571267807502021
GB1,AA,Boosting Ensemble,UCB,433,0.698099704898651,0.01571267807502021
GB1,AA,Boosting Ensemble,UCB,434,0.7009555139370203,0.015480932740683758
GB1,AA,Boosting Ensemble,UCB,435,0.7065219953784176,0.015272468949383639
GB1,AA,Boosting Ensemble,UCB,436,0.7072209034249022,0.015242164892084777
GB1,AA,Boosting Ensemble,UCB,437,0.7088778806520615,0.015016595347290482
GB1,AA,Boosting Ensemble,UCB,438,0.711307993328856,0.015086458825322014
GB1,AA,Boosting Ensemble,UCB,439,0.711307993328856,0.015086458825322014
GB1,AA,Boosting Ensemble,UCB,440,0.7128787900538716,0.015178517895274236
GB1,AA,Boosting Ensemble,UCB,441,0.7128787900538716,0.015178517895274236
GB1,AA,Boosting Ensemble,UCB,442,0.7154148049832465,0.015012576139840568
GB1,AA,Boosting Ensemble,UCB,443,0.7184511754248897,0.015255219562165684
GB1,AA,Boosting Ensemble,UCB,444,0.7184511754248897,0.015255219562165684
GB1,AA,Boosting Ensemble,UCB,445,0.7184511754248897,0.015255219562165684
